volatile acidity,residual sugar,total sulfur dioxide,density,alcohol,quality
0.14,0.9,95,0.9914,10.9,6
0.27,3.8,115,0.9958,8.9,5
0.22,15.4,191,1,8.9,6
0.64,14.15,185,0.9984,9.3,5
0.28,1.9,116,0.9941,10.4,6
0.26,9.2,162,0.9944,12,7
0.22,8.2,181,0.998,9.5,6
0.22,8.2,181,0.998,9.5,6
0.23,2.7,121,0.9902,12.4,7
0.3,1.7,130,0.9911,11.2,7
0.27,1.7,134,0.9929,11.4,6
0.28,1.7,136,0.993,11.4,6
0.28,1.6,132,0.9918,11.1,7
0.46,0.9,126,0.992,10.4,6
0.38,8.5,152,0.9932,12,7
0.43,5.7,98,0.992,12.3,7
0.56,3.1,92,0.994,9.1,6
0.36,1.3,102,0.9923,10.5,6
0.23,1.6,133,0.993,11.4,6
0.33,1.3,138,0.9956,9.5,5
0.49,4.5,116,0.9907,13.7,7
0.42,2.8,85,0.99,13.4,6
0.18,1.2,143,0.9918,11.3,7
0.19,0.9,180,0.9926,10,6
0.19,7.4,123,0.995,10.1,6
0.16,1.4,81,0.99,12.2,6
0.42,2.8,85,0.99,13.4,6
0.135,4.6,101,0.9946,9.3,6
0.49,4.5,116,0.9907,13.7,7
0.19,1.6,98,0.9898,12.3,7
0.18,1.2,143,0.9918,11.3,7
0.25,13.1,200,0.9986,8.9,7
0.25,13.1,200,0.9986,8.9,7
0.2,5.7,83,0.9928,11.5,6
0.25,13.1,200,0.9986,8.9,7
0.67,12.6,222,0.9979,9.3,6
0.4,5.4,122,0.994,11.1,8
0.26,2.2,128,0.9937,10.9,8
0.31,6.6,73,0.9938,11.6,5
0.39,6.9,117,0.9942,10.2,4
0.22,6.8,90,0.9944,10.5,8
0.19,3.6,78,0.993,11.4,6
0.25,13.1,200,0.9986,8.9,7
0.2,1.2,118,0.9932,10.6,6
0.26,5.9,97,0.9934,11.6,6
0.2,5.7,83,0.9928,11.5,6
0.3,4.1,155,0.9925,12.3,8
0.29,7.1,124,0.9944,10.8,6
0.17,1.4,130,0.9909,11.3,6
0.415,0.8,63,0.9932,9.3,5
0.23,1.3,128,0.9934,10,6
0.55,15.55,366.5,1.0001,11,3
0.35,1,132,0.992,10.2,5
0.14,1.6,103,0.9916,10.8,7
0.28,11.8,137,0.998,10.1,4
0.18,4.5,90,0.9919,11.6,6
0.165,1.1,105,0.9925,9.1,5
0.25,10,225,0.9977,10,4
0.29,7.1,124,0.9944,10.8,6
0.22,0.9,128,0.991,11.4,6
0.22,1,140,0.99,12.7,6
0.25,1.1,156,0.9917,11.3,5
0.18,1.1,81,0.9923,10.4,7
0.22,1.5,87,0.9928,9.6,5
0.39,1,119,0.9923,10.1,4
0.22,1.5,87,0.9928,9.6,5
0.36,2.9,94,0.9902,12.1,7
0.29,1.2,99,0.9893,12.2,6
0.25,1.1,156,0.9917,11.3,5
0.23,14.2,94,0.9982,9.6,5
0.56,17.85,243,1.0005,9.2,5
0.18,1.1,81,0.9923,10.4,7
0.23,7.1,210,0.9951,9.5,5
0.25,7.6,226,0.9956,8.9,5
0.26,13.6,162,0.998,8.8,5
0.31,1.4,117,0.9928,10.5,5
0.25,1.2,117,0.9938,9.4,5
0.18,5.3,125,0.9914,12.2,6
0.43,13,158,0.9955,11.3,6
0.2,4.45,130,0.9924,12.2,6
0.27,1.2,92,0.9911,12.2,6
0.16,1.2,150,0.9917,11.2,6
0.16,1.2,150,0.9917,11.2,6
0.19,6.6,172,0.9932,11.5,6
0.43,13,158,0.9955,11.3,6
0.4,1.1,138,0.9929,9.3,5
0.43,13,158,0.9955,11.3,6
0.52,14,156,0.9958,11.8,7
0.21,19.8,231,1.0012,9.2,5
0.34,11.2,150,0.9968,9.2,5
0.27,1.2,92,0.9911,12.2,6
0.2,4.45,130,0.9924,12.2,6
0.22,2.7,144,0.991,12.2,6
0.11,4.5,133,0.9946,10.6,6
0.17,3.6,128,0.9928,12.4,6
0.145,5.4,164,0.9946,10.8,6
0.16,1.2,150,0.9917,11.2,6
0.19,1.2,137,0.9918,11,6
0.44,9.1,151,0.9926,12.7,8
0.2,0.8,163,0.9931,10.2,5
0.19,6.6,172,0.9932,11.5,6
0.25,3,96,0.9903,12.3,7
0.24,1.6,60,0.9928,9.8,5
0.4,1.1,138,0.9929,9.3,5
0.52,14,156,0.9958,11.8,7
0.43,13,158,0.9955,11.3,6
0.21,1.35,48,0.9911,11.4,5
0.2,5.9,128,0.9938,10.8,6
0.25,3.6,85,0.9942,9.5,4
0.08,1.3,148,0.9945,10.2,6
0.85,8.7,184,0.9962,10.7,5
0.51,1.2,104,0.992,10.8,6
0.22,4.6,159,0.9927,11.5,6
0.16,2,124,0.9948,10.7,6
0.08,1.3,148,0.9945,10.2,6
0.25,1.7,124,0.9942,10.1,6
0.16,2.4,187,0.9952,10.4,6
0.25,3.6,85,0.9942,9.5,4
0.32,4.6,134,0.9958,9.1,3
0.28,1.5,126,0.9918,10.6,6
0.15,0.9,51,0.9932,9.4,6
0.25,19.4,169,1.0004,9.8,6
0.26,13.3,224,0.9972,9.5,6
0.16,17.85,187,0.9998,9.3,5
0.185,1.1,117,0.9918,10.3,6
0.2,1.3,97,0.9918,11.1,5
0.3,9.4,188,0.9964,10,5
0.34,9,180,0.9936,12.3,8
0.35,8.65,186,0.9931,12.4,8
0.29,9.6,197,0.9938,12.3,7
0.62,1.1,62,0.9934,10.4,5
0.27,1.2,126,0.99,12.1,7
0.27,1.8,86,0.9914,12.5,6
0.51,2.1,155,0.9904,13,6
0.19,9.3,132,0.994,11,7
0.2,1.7,169,0.9938,10.1,5
0.3,1.2,121,0.9933,9.2,5
0.36,4.6,124,0.9909,12.6,7
0.17,12.8,126,0.9942,12.2,8
0.18,1.5,130,0.9945,9.8,7
0.2,8.1,205,0.9954,11,6
0.26,7.5,160,0.996,10,6
0.21,14.5,170,0.9991,9.8,6
0.2,1.6,144,0.993,10.5,5
0.18,1.8,145,0.9942,10,5
0.23,3.2,126,0.9934,11.2,6
0.22,9.4,134,0.9939,11,7
0.22,9.9,161,0.9937,11.2,6
0.19,9.3,132,0.994,11,7
0.155,1.3,136,0.9926,10.5,6
0.22,9.6,154,0.9951,10.6,6
0.24,9.3,163,0.9952,10.6,6
0.23,7.8,95,0.9935,12,6
0.2,1.7,169,0.9938,10.1,5
0.2,1.7,167,0.9939,10.1,6
0.3,1.2,121,0.9933,9.2,5
0.21,1.4,164,0.9927,11,5
0.25,9,185,0.998,10,6
0.21,18.15,158,0.9997,8.7,6
0.27,12.5,156,0.9981,8.7,5
0.27,1.1,156,0.992,11.1,6
0.28,7.7,195,0.9954,11,6
0.27,1.1,156,0.992,11.1,6
0.21,18.15,158,0.9997,8.7,6
0.27,12.5,156,0.9981,8.7,5
0.3,8.1,174,0.9943,11.2,7
0.23,7.7,209,0.9941,11.1,7
0.26,5,107,0.9936,10.8,6
0.18,15.6,176,0.9996,9,6
0.15,1.5,122,0.9932,10.3,6
0.13,1,24,0.9926,9.9,5
0.28,1,148,0.9936,10,6
0.17,1,106,0.992,9.8,6
0.26,5,107,0.9936,10.8,6
0.18,15.6,176,0.9996,9,6
0.53,0.8,86,0.993,9.1,4
0.16,1.3,104,0.9924,10.6,6
0.14,1.1,99,0.9928,10.6,6
0.13,1,24,0.9926,9.9,5
0.12,5.2,152,0.9952,10.6,6
0.29,4.7,156,0.9945,9.9,6
0.3,4.8,158,0.9945,9.9,6
0.36,1.8,102,0.9903,12.8,6
0.15,1.5,122,0.9932,10.3,6
0.18,5.2,157,0.9953,10.6,6
0.19,1.2,129,0.9936,8.7,6
0.21,1.8,152,0.9912,12.6,7
0.3,7.6,156,0.9962,11,7
0.42,8.2,164,0.9965,11.2,7
0.24,1.3,148,0.9932,10.7,7
0.23,10,182,0.9967,9.6,6
0.18,5.2,157,0.9953,10.6,6
0.43,6.4,115,0.9963,9,4
0.35,1,56,0.992,10.5,4
0.3,1.8,156,0.991,12.8,6
0.28,2,112,0.9958,10.1,5
0.34,1.5,126,0.99,12.2,7
0.3,1.8,156,0.991,12.8,6
0.28,2,112,0.9958,10.1,5
0.19,3.5,117,0.9938,10.1,6
0.18,18.05,158,0.9996,9.2,5
0.19,1.8,110,0.9946,9.9,5
0.3,8.2,188,0.9974,9.7,6
0.3,5,157,0.9945,9.9,5
0.3,4.6,159,0.9946,9.9,5
0.3,8.2,188,0.9974,9.7,6
0.22,7,168,0.9957,10.3,6
0.26,3.1,116,0.9931,10.3,5
0.17,8.8,108,0.9947,10.5,4
0.17,2.4,182,0.9953,10.5,6
0.27,1.4,74,0.9931,9.8,6
0.64,1.8,128,0.9946,10.6,4
0.18,11.9,168,0.9978,10.1,5
0.31,13.4,191,0.9989,9,4
0.31,15.4,119,1.0004,9.5,5
0.3,7.2,84,0.9938,11.5,6
0.24,7.4,108,0.9934,11.9,7
0.18,11.9,168,0.9978,10.1,5
0.25,7.8,209,0.9956,9.2,6
0.3,13.5,165,0.9982,8.7,5
0.31,1.3,147,0.9948,9.8,5
0.25,7.8,209,0.9956,9.2,6
0.3,13.5,165,0.9982,8.7,5
0.27,1.5,122,0.9926,11.2,6
0.14,1.2,165,0.991,12.3,6
0.12,6.4,161,0.9945,10.4,6
0.21,1.2,111,0.9916,10.7,6
0.16,7.3,63,0.9953,10.5,6
0.29,3.8,136,0.9938,9.4,6
0.27,7.3,206,0.9956,9.2,6
0.55,2.7,122,0.9906,11.9,5
0.27,7.3,206,0.9956,9.2,6
0.24,1.4,108,0.9932,9.9,6
0.33,1.6,94,0.9914,11.4,6
0.29,3.8,136,0.9938,9.4,6
0.34,8,223,0.996,10.7,6
0.39,4.7,77,0.9906,12.7,5
0.41,1.9,53,0.98815,13.5,7
0.41,2.8,137,0.9942,9.5,5
0.26,2.2,113,0.9903,12.9,9
0.32,1.7,109,0.9906,12.5,6
0.19,4.9,118,0.9935,9.5,7
0.27,23.5,235,1.0024,8.6,5
0.2,11.8,212,0.9968,10,7
0.32,1.7,109,0.9906,12.5,6
0.26,5.2,100,0.9941,10.1,6
0.26,3.2,87,0.9919,11.3,7
0.14,1.5,120,0.9928,10.6,7
0.29,11.7,131,0.9958,10.8,5
0.19,1.6,140,0.9932,10.7,6
0.34,7.3,206,0.9957,9,6
0.2,1.6,143,0.9937,9.2,6
0.37,13.3,243,0.9982,8.5,6
0.22,6,128,0.9928,11.3,8
0.26,3.2,87,0.9919,11.3,7
0.32,1.6,131,0.9956,9.4,5
0.44,7.7,169,0.9957,8.7,6
0.14,5.9,118,0.9954,9.4,6
0.17,1,131,0.993,10.5,7
0.26,6.4,161,0.9954,9.7,6
0.22,10.4,195,0.9987,10.2,6
0.32,1.6,131,0.9956,9.4,5
0.2,3.5,108,0.9928,11.5,6
0.15,7.7,98,0.9951,9.6,6
0.25,1.8,121,0.993,11.4,5
0.2,3.5,108,0.9928,11.5,6
0.28,6.5,111,0.9926,12.2,8
0.19,6.7,110,0.9938,11,7
0.25,16.8,228,1.0001,9.2,6
0.14,1.6,126,0.9933,10.2,6
0.49,7,149,0.9952,10,5
0.12,1.2,160,0.9934,9.7,6
0.47,13,220,0.9988,9.2,5
0.22,3.8,105,0.993,10.5,5
0.49,7,149,0.9952,10,5
0.22,7.5,151,0.9948,10.1,6
0.19,15.55,134,0.9998,9.1,7
0.3,12.3,144,0.9971,10.2,7
0.19,15.55,134,0.9998,9.1,7
0.24,9.4,149,0.9962,10.5,7
0.22,7.5,151,0.9948,10.1,6
0.21,1.2,99,0.99,12.1,7
0.3,1.6,100,0.9942,10.2,5
0.26,1.6,166,0.9965,9.4,4
0.31,3.95,131,0.9912,12.8,7
0.42,12.8,209,0.9978,9,6
0.29,1,118,0.9928,10.9,4
0.33,31.6,176,1.0103,8.8,6
0.46,7.4,184,0.9956,9,5
0.28,1.3,142,0.9936,10.2,5
0.15,1.1,98,0.9929,9.2,5
0.4,7.8,162,0.9966,11.3,6
0.31,7.7,220,0.9964,8.8,5
0.325,7.7,217,0.996,9.3,5
0.27,7.8,217,0.9959,9.4,6
0.26,8.3,191,0.9954,10.3,6
0.21,1.4,114,0.9914,10.8,7
0.33,31.6,176,1.0103,8.8,6
0.28,15.4,177,1.0004,9,4
0.13,1,114,0.9911,11.5,8
0.445,1,84,0.9938,10.8,5
0.39,5.9,128,0.9927,11.8,6
0.18,1.2,72,0.9922,10.5,7
0.31,1.2,124,0.9924,9.9,6
0.24,6.7,160,0.9963,9.8,6
0.35,6.5,87,0.9936,11.4,7
0.26,4.8,168,0.9951,9.3,5
0.27,5.3,163,0.9951,9.3,5
0.22,8.9,188,0.9955,10.3,6
0.27,8.8,224,0.9961,8.9,5
0.35,6.5,87,0.9936,11.4,7
0.23,1.8,156,0.992,11.1,6
0.3,6.6,170,0.9944,10.4,6
0.35,5.7,117,0.9944,10.1,5
0.32,18.35,197,1.0008,9,5
0.31,10,212,0.9962,11.9,6
0.25,14.4,205,0.9986,9,7
0.25,14.4,205,0.9986,9,7
0.26,17.85,195,1,9.1,7
0.25,14.4,205,0.9986,9,7
0.26,9.4,147,0.9982,10,5
0.26,17.85,195,1,9.1,7
0.25,1.55,216,0.9949,9.4,3
0.16,1.3,123,0.9915,11.4,6
0.43,1.5,175,0.9951,9.7,4
0.25,14.4,205,0.9986,9,7
0.24,4.2,213,0.9927,11.8,6
0.265,8.6,198,0.9955,10.2,5
0.12,1.4,150,0.9952,9.2,6
0.21,3,132,0.9928,11,6
0.32,14.9,190,0.9982,10,6
0.18,2,190,0.9914,12.2,6
0.24,4.2,213,0.9927,11.8,6
0.26,2.2,175,0.9918,11.6,6
0.26,1.8,121,0.9944,10.2,6
0.29,11.1,208,0.9969,10.3,5
0.27,4.2,114,0.9955,8.6,4
0.33,6.4,151,0.9954,9.6,5
0.31,6.4,148,0.9955,9.6,5
0.25,1.5,127,0.9921,11.3,6
0.24,1.5,157,0.9934,9.9,6
0.26,16.95,179,0.9998,9.6,5
0.61,1.7,161,0.9946,10.6,4
0.22,13.6,180,0.9984,9.8,5
0.31,1.6,67,0.9924,10.5,5
0.2,6.1,120,0.9939,10.8,5
0.18,3,178,0.995,10,6
0.34,6.2,136,0.9957,10.1,6
0.3,6.6,116,0.9953,9.4,5
0.18,1.6,148,0.9912,11.5,8
0.21,6,108,0.9939,10.8,6
0.27,1.5,142,0.9921,9.9,6
0.2,1.7,178,0.9954,9,4
0.23,1.8,69,0.9933,9.4,6
0.2,2.6,180,0.9941,10.8,7
0.15,2.7,190,0.995,10.9,7
0.4,19.5,148,0.9977,12,6
0.18,1.6,148,0.9912,11.5,8
0.13,5,122,0.9945,10.5,6
0.17,4.6,152,0.9952,9.3,6
0.3,6.4,97,0.9924,11.8,6
0.445,14.5,212,0.9986,10,6
0.3,6.6,116,0.9953,9.4,5
0.22,6.7,138,0.9939,11.4,6
0.23,1.1,99,0.9929,10.4,6
0.34,13.8,198,0.9988,9.5,6
0.545,2.5,111,0.9906,11.9,5
0.3,1.1,123,0.9914,11.1,6
0.16,9.6,185,0.9978,9.6,6
0.32,4.6,178,0.9928,12,6
0.22,3.1,104,0.9948,8.7,5
0.16,9.6,185,0.9978,9.6,6
0.15,1.8,101,0.9946,10,5
0.29,1.05,55,0.9908,11.4,4
0.37,6.5,150,0.9954,9.6,6
0.38,2,152,0.9906,12.9,6
0.25,14.9,142,0.99705,9.7,6
0.3,10,169,0.9982,9.3,6
0.22,1.1,136,0.9932,9.1,5
0.34,12,238,0.9977,8.6,5
0.22,4.8,87,0.994,9.9,5
0.3,10,169,0.9982,9.3,6
0.27,1.2,102,0.9929,10.9,5
0.17,1.5,135,0.9924,10.2,6
0.18,10.4,174,0.9966,9.7,6
0.16,2.5,153,0.9921,11.4,7
0.255,12.3,197,0.9967,9.5,6
0.23,1.4,141,0.9934,10.2,7
0.16,2.2,93,0.9914,11.1,6
0.25,14.9,142,0.99705,9.7,6
0.27,8,202,0.9961,9.3,5
0.29,8.6,215,0.9967,8.8,5
0.21,1.2,53,0.9926,10.6,5
0.62,8.7,224,0.99605,9.3,5
0.28,5.4,181,0.99435,10.2,6
0.3,5.7,124,0.9948,10.2,6
0.17,1.5,98,0.9916,11,7
0.21,10.9,112,0.997,9.6,6
0.27,8,202,0.9961,9.3,5
0.29,8.6,215,0.9967,8.8,5
0.32,7.7,209,0.9961,8.8,5
0.32,1.7,179,0.9955,8.9,5
0.37,1.4,144,0.9922,10,5
0.43,4.5,102,0.9918,12.2,7
0.39,9.9,181,0.9955,10.9,6
0.18,1.4,141,0.9941,9.5,6
0.4,9.5,178,0.9955,10.9,6
0.39,9.9,181,0.9955,10.9,6
0.19,3,99,0.9924,10.8,6
0.49,19.6,135,0.9973,12,6
0.25,14,163,0.999,9.8,5
0.18,1.4,141,0.9941,9.5,6
0.15,1.8,150,0.9922,11,8
0.15,1.8,150,0.9922,11,8
0.17,5.4,150,0.9953,9.8,5
0.32,1.8,200,0.9945,10.5,4
0.21,9.25,142,0.9945,11.4,6
0.45,1.5,100,0.9957,10.1,6
0.24,6.8,127,0.9932,11.6,7
0.21,9.25,142,0.9945,11.4,6
0.33,2.6,115,0.9913,11.8,7
0.26,2.1,158,0.9909,12.1,7
0.36,7.6,122,0.9939,12,5
0.2,1.6,189,0.991,12.1,7
0.16,1.4,176,0.9954,9.1,5
0.33,1.6,117,0.9943,9.3,5
0.22,1.4,153,0.993,10.4,6
0.35,17.95,187,1.0002,9.1,5
0.37,2,120,0.9946,9.4,5
0.37,6.3,149,0.9953,9.6,6
0.37,1.4,126,0.9918,12,5
0.25,9.05,128,0.9936,11.3,8
0.23,15.4,173,0.9984,8.7,6
0.26,7.1,162,0.9956,9.9,6
0.3,10.2,191,0.9966,9.3,6
0.16,1.6,67,0.9942,9.5,5
0.23,15.4,173,0.9984,8.7,6
0.26,7.1,162,0.9956,9.9,6
0.3,10.2,191,0.9966,9.3,6
0.33,12.4,119,0.9974,9.4,5
0.38,3.4,116,0.9944,9.4,5
0.2,15,184,1.0008,8.8,6
0.33,12.4,119,0.9974,9.4,5
0.2,15,184,1.0008,8.8,6
0.36,1.5,184,0.9928,9.9,6
0.38,3.4,116,0.9944,9.4,5
0.46,4.8,72,0.9908,12.6,6
0.15,1.2,110,0.9917,11.1,6
0.42,4.1,100,0.9911,12.8,7
0.3,2.8,164,0.9912,12,6
0.27,13.9,131,0.9953,12,7
0.5,0.8,114,0.9932,9.2,4
0.26,1,96,0.9896,12.3,6
0.33,1.2,131,0.9889,13,6
0.3,2.8,164,0.9912,12,6
0.29,1.7,110,0.9926,10.9,5
0.42,4.1,100,0.9911,12.8,7
0.19,6.3,231,0.9964,10,6
0.32,11.5,165,0.9974,9,5
0.32,1.5,84,0.9944,10.4,5
0.32,11.5,165,0.9974,9,5
0.19,6.3,231,0.9964,10,6
0.17,6.3,240,0.9963,10,6
0.44,11.2,167,0.9948,11.3,7
0.44,11.2,167,0.9948,11.3,7
0.49,15.1,153,0.9953,12,7
0.44,11.2,167,0.9948,11.3,7
0.49,15.1,153,0.9953,12,7
0.21,5.6,160,0.9949,10.6,6
0.55,12.6,213,0.9988,9.3,5
0.19,5.7,104,0.9954,9.4,6
0.24,2.2,102,0.992,11,7
0.34,11,247,0.9984,9.3,6
0.19,5.7,104,0.9954,9.4,6
0.18,1,164,0.9926,10.5,5
0.24,2.2,102,0.992,11,7
0.18,11.8,249,0.9976,9.5,6
0.28,7.8,139,0.9972,11.2,6
0.34,4.7,94,0.991,12.3,6
0.44,11.5,157,0.998,9,5
0.26,7.9,180,0.9966,9,5
0.44,11.5,157,0.998,9,5
0.49,17.8,243,1.0007,9,5
0.24,1.7,189,0.992,11.4,6
0.25,1.6,181,0.9925,11,7
0.34,4.7,94,0.991,12.3,6
0.18,1.6,127,0.9934,10.4,7
0.27,2.4,107,0.9955,10.3,5
0.24,6.4,172,0.9944,10.5,7
0.22,14,197,0.9981,9.8,6
0.91,1.6,181,0.9968,10,4
0.34,1.6,176,0.9946,9.7,5
0.33,1.4,171,0.9946,9.7,5
0.22,14,197,0.9981,9.8,6
0.18,4.7,161,0.9946,10.5,6
0.2,10.2,186,0.997,10,6
0.13,2.3,104,0.9924,11.5,7
0.28,7.8,202,0.9958,9.5,5
0.25,2.4,122,0.994,10.5,6
0.36,8.3,142,0.9958,10.2,6
0.27,13.9,199,0.9984,9.8,6
0.37,13.8,137,0.9948,11.6,6
0.21,7.3,144,0.9932,11.8,7
0.18,8.5,140,0.9952,10.1,7
0.19,1.8,163,0.9924,10.3,6
0.21,5.1,168,0.9945,10.4,6
0.33,16.05,166,0.9976,8.9,5
0.33,16.05,166,0.9976,8.9,5
0.29,7.35,154,0.9938,10.8,5
0.31,16.05,165,0.9997,9.2,5
0.19,2,140,0.994,9.6,6
0.2,1.2,78,0.9921,10.4,6
0.25,14,248,0.9986,8.7,6
0.2,16.2,103,0.9987,9.2,6
0.3,14.3,213,0.9991,9.2,5
0.2,16.2,103,0.9987,9.2,6
0.3,14.3,213,0.9991,9.2,5
0.3,14.3,213,0.9991,9.2,5
0.22,7.9,124,0.9948,10.2,5
0.2,16.2,103,0.9987,9.2,6
0.53,1,107,0.993,9,5
0.24,13.6,178,0.9988,9.7,5
0.24,17.85,185,1,9.6,5
0.15,1.3,112,0.9932,10,5
0.3,14.3,213,0.9991,9.2,5
0.33,13.7,197,0.9989,9.1,5
0.24,18.3,142,1,8.7,5
0.24,18.3,142,1,8.7,5
0.35,6.5,161,0.9952,9.5,5
0.26,10.3,212,0.9969,9.5,6
0.29,8.1,166,0.9966,8.9,6
0.29,8.1,166,0.9966,8.9,6
0.31,8.6,89,0.9976,9.9,6
0.44,1.9,104,0.99,12.6,7
0.23,14.1,166,0.9988,9.7,6
0.21,7.9,118,0.9942,10.4,5
0.23,10.7,183,0.9984,9.1,6
0.34,1.2,106,0.9932,10.4,5
0.26,10.3,212,0.9969,9.5,6
0.29,8.1,166,0.9966,8.9,6
0.28,1.9,120,0.9933,10.6,5
0.37,2.7,158,0.9916,12,7
0.36,5.7,98,0.9914,12.5,7
0.13,9.3,126,0.9966,9.6,5
0.25,8.1,180,0.9958,9.2,5
0.18,1.3,71,0.9926,9.9,6
0.3,8.5,112,0.9939,11.7,6
0.23,2.1,153,0.9953,9.6,6
0.43,3.5,135,0.9906,12,6
0.36,5.7,98,0.9914,12.5,7
0.25,8.1,180,0.9958,9.2,5
0.18,1.3,71,0.9926,9.9,6
0.35,14.4,177,0.9991,8.9,6
0.22,13.7,189,0.9994,9,6
0.26,11.1,158,0.9976,10.2,7
0.13,9.3,126,0.9966,9.6,5
0.12,4.9,127,0.9953,9.4,5
0.37,1.7,59,0.9923,10.4,5
0.26,1.6,106,0.993,10.4,4
0.2,1.4,97,0.9931,10,6
0.22,1.4,96,0.9932,10,6
0.25,1.6,169,0.9926,10.5,5
0.27,6.8,193,0.9938,11.4,6
0.34,9.7,172,0.9966,10.2,5
0.27,10.5,228,0.9974,10.4,6
0.49,2,307.5,0.9924,11,3
0.71,6.2,93,0.9948,10.1,6
0.47,8.3,182,0.9964,9.2,5
0.28,1.6,87,0.9924,10.3,6
0.34,9.7,172,0.9966,10.2,5
0.27,10.5,228,0.9974,10.4,6
0.13,4.6,172,0.9938,11.1,7
0.16,1.2,84,0.9928,9.9,5
0.31,7.6,143,0.9959,9,5
0.36,15,256,1.0001,8.6,5
0.31,7.6,143,0.9959,9,5
0.36,15,256,1.0001,8.6,5
0.25,11.6,195,0.9968,9.5,5
0.45,1.1,197,0.9932,9,5
0.26,7.8,152,0.9954,10,6
0.22,12,158,0.9992,9,6
0.45,1.1,197,0.9932,9,5
0.19,1.4,135,0.9939,10.2,7
0.31,6.7,160,0.9952,9.6,5
0.25,17.2,219,0.9996,9.7,5
1.005,1.4,185,0.9966,10.2,4
0.31,8.2,142,0.9925,13,7
0.24,4.3,172,0.996,10.8,6
0.25,17.2,219,0.9996,9.7,5
0.29,11.1,169,0.9973,9,5
0.15,1.1,63,0.9937,9.9,5
0.12,7.2,89,0.9966,9.2,6
0.32,16.6,238,1.0017,8.7,6
0.17,1,91,0.993,10.1,5
0.17,1,91,0.993,10.1,5
0.21,1.3,123,0.9959,9.5,5
0.21,1.4,99,0.9958,9.9,5
0.32,16.6,238,1.0017,8.7,6
0.31,6.9,173,0.9958,9,5
0.27,13.3,163,0.9979,8.6,6
0.21,8.1,114,0.9941,10.5,6
0.23,9.2,186,0.997,9.5,7
0.2,1.4,142,0.9934,10.1,6
0.41,3.2,164,0.9927,11.7,7
0.49,2.5,116,0.9944,10.7,6
0.41,3.2,164,0.9927,11.7,7
0.2,4.5,133,0.9963,9.2,5
0.26,18.35,139,1.0011,8.8,5
0.26,18.35,139,1.0011,8.8,5
0.27,7.8,197,0.9959,9.5,6
0.28,7,208,0.9973,10.2,5
0.2,6.3,143,0.9966,9.1,6
0.33,1.2,103,0.9932,10.5,6
0.38,12.8,184,0.9984,9,6
0.2,14.2,212.5,0.999,8.9,8
0.2,14.2,212.5,0.999,8.9,8
0.2,14.2,212.5,0.999,8.9,8
0.2,14.2,212.5,0.999,8.9,8
0.2,14.2,212.5,0.999,8.9,8
0.19,16.65,181,1.0006,9.1,6
0.16,1.9,151,0.9937,10.1,6
0.22,7.7,176,0.9954,10,5
0.22,10.4,201,0.997,9.5,6
0.33,3.3,102,0.9912,12.3,7
0.43,1.1,110,0.9939,9.1,4
0.2,14.2,212.5,0.999,8.9,8
0.12,6.3,103,0.9957,9.6,5
0.3,5.25,180,0.9926,11.6,6
0.28,14.6,168,0.9994,8.8,6
0.2,11.8,170,1.0004,8.9,6
0.28,14.6,168,0.9994,8.8,6
0.2,11.8,170,1.0004,8.9,6
0.2,11.8,170,1.0004,8.9,6
0.18,17.3,197,1.0002,9,6
0.31,1.4,145,0.9922,10,5
0.31,1.3,147,0.9922,10,5
0.17,1.6,154,0.9934,11.1,6
0.3,5.25,180,0.9926,11.6,6
0.26,2.4,178,0.9941,10.6,6
0.28,14.6,168,0.9994,8.8,6
0.2,11.8,170,1.0004,8.9,6
0.18,1.5,84,0.9924,10.1,6
0.15,1.8,159,0.9948,10,5
0.4,7.7,98,0.9935,12.2,7
0.25,2,95,0.9918,11,6
0.15,1.8,159,0.9948,10,5
0.18,1.4,160,0.9924,11.1,5
0.32,16.7,133,0.9979,10.4,6
0.55,8.1,71,0.993,11.8,5
0.19,8,84,0.994,10.8,6
0.41,4.7,110,0.991,12.5,7
0.55,8.1,71,0.993,11.8,5
0.2,2.1,136,0.9922,11.6,7
0.32,16.7,133,0.9979,10.4,6
0.26,6.4,163,0.9937,11.5,6
0.21,1.5,142,0.9928,10.1,6
0.34,7.6,215,0.9965,9.2,6
0.21,1.5,142,0.9928,10.1,6
0.43,12.4,190,0.9991,9.2,5
0.3,1.3,149,0.9948,8.9,5
0.26,1.7,60,0.9925,10.1,5
0.32,8.1,180,0.9958,8.9,5
0.21,7.1,150,0.9962,9.7,6
0.34,7.6,215,0.9965,9.2,6
0.42,2.3,145,0.9951,11,6
0.29,6.5,160,0.9944,10.7,5
0.25,1.4,101,0.9916,10.8,6
0.23,12.7,183,0.9987,9.8,5
0.35,1.6,124,0.9928,11,5
0.2,1.1,72,0.9926,10.4,5
0.27,1.2,155,0.9934,10.2,6
0.29,6.5,160,0.9944,10.7,5
0.14,4.6,104,0.9949,9,5
0.24,0.6,71,0.9926,10.6,5
0.3,10.6,212,0.997,9.5,6
0.14,4.6,104,0.9949,9,5
0.13,4.8,104,0.9948,9.2,6
0.18,2.7,107,0.992,11,6
0.385,12.6,115,0.9964,9.9,6
0.24,0.6,71,0.9926,10.6,5
0.33,9.2,126,0.9982,9.3,5
0.34,6.6,156,0.9955,9.6,5
0.33,7,155,0.9955,9.5,5
0.28,8.45,172,0.9958,9.7,7
0.23,11.1,123,0.9997,9.7,3
